latitude,longitude
17.628284,78.479623
17.630027,78.480922
17.631784,78.482229
17.633556,78.483544
17.635343,78.484867
17.637144,78.486198
17.638960,78.487538
17.640791,78.488887
17.642637,78.490244
17.644497,78.491610
17.646372,78.492984
17.648262,78.494367
17.650166,78.495758
17.652086,78.497158
17.654021,78.498567
17.655970,78.500984
17.657934,78.503411
17.659912,78.505847
17.661905,78.508291
17.663913,78.510745
17.665936,78.513208
17.667973,78.515681
17.670026,78.518163
17.672094,78.520655
17.674178,78.523156
17.676277,78.525667
17.678393,78.528187
17.680524,78.530717
17.682671,78.533257
17.684834,78.535806
17.687013,78.538365
17.689208,78.540934
17.691418,78.543514
17.693644,78.546103
17.695886,78.548702
17.698144,78.551311
17.700418,78.553930
17.702708,78.556558
17.705014,78.559196
17.707336,78.561843
17.709674,78.564498
17.712029,78.567162
17.714400,78.569835
17.716788,78.572517
17.719192,78.575208
17.721613,78.577907
17.724051,78.580616
17.726506,78.583333
17.728977,78.586059
17.731465,78.588794
17.733970,78.591538
17.736491,78.594290
17.739030,78.597051
17.741586,78.599821
17.744158,78.602599
17.746748,78.605386
17.749355,78.608182
17.751978,78.610986
17.754619,78.613798
17.757278,78.616619
17.759953,78.619448
17.762646,78.622286
17.765357,78.625132
17.768085,78.627986
17.770831,78.630848
17.773594,78.633718
17.776375,78.636597
17.779174,78.639484
17.781989,78.642379
17.784822,78.645282
17.787673,78.648193
17.790541,78.651112
17.793426,78.654040
17.796328,78.656976
17.799248,78.659920
17.802185,78.662872
17.805139,78.665832
17.808110,78.668800
17.811099,78.671776
17.814105,78.674760
17.817128,78.677752
17.820169,78.680751
17.823228,78.683758
17.826304,78.686773
17.829398,78.689795
17.832510,78.692825
17.835639,78.695863
17.838786,78.698909
17.841951,78.701963
17.845134,78.705025
17.848334,78.708095
17.851553,78.711172
17.854790,78.714257
17.858046,78.717349
17.861319,78.720449
17.864611,78.723556
17.867921,78.726671
17.871249,78.729794
17.874596,78.732924
17.877961,78.736062
17.881344,78.739208
17.884745,78.742362
17.888165,78.745523
17.891603,78.748692
17.895060,78.751869
17.898535,78.755053
17.902028,78.758245
17.905539,78.761445
17.909070,78.764652
17.912619,78.767868
17.916187,78.771091
17.919774,78.774321
17.923379,78.777558
17.926998,78.780803
17.930639,78.784055
17.934295,78.787314
17.937973,78.790580
17.941673,78.793854
17.945397,78.797134
17.949143,78.800422
17.952913,78.803717
17.956707,78.807018
17.960526,78.810327
17.964370,78.813643
17.968239,78.816965
17.972133,78.820295
17.976052,78.823631
17.980997,78.826974
17.985968,78.830324
17.990965,78.833681
17.995989,78.837045
18.001039,78.840416
18.006116,78.843794
18.011220,78.847179
18.016351,78.850571
18.021509,78.853969
18.026694,78.857375
18.031907,78.860788
18.037147,78.864208
18.042415,78.867635
18.047711,78.871069
18.053036,78.874511
18.058389,78.877960
18.063771,78.881416
18.069183,78.884880
18.074624,78.888351
18.080095,78.891830
18.085597,78.895317
18.091128,78.898812
18.096690,78.902315
18.102282,78.905825
18.107904,78.909344
18.113558,78.912871
18.119242,78.916406
18.124957,78.919950
18.130704,78.923502
18.136483,78.927062
18.142293,78.930631
18.148136,78.934209
18.154010,78.937795
18.159917,78.941390
18.165856,78.944993
18.171828,78.948605
18.177832,78.952226
18.183870,78.955855
18.189941,78.959493
18.196046,78.963139
18.202185,78.966794
18.208358,78.970458
18.214566,78.974131
18.220808,78.977812
18.227085,78.981503
18.233398,78.985203
18.239746,78.988912
18.246129,78.992631
18.252548,78.996358
18.259002,79.000095
18.265493,79.003842
18.272020,79.007598
18.278582,79.011365
18.285181,79.015142
18.291815,79.018930
18.298485,79.022728
18.305191,79.026537
18.311933,79.030357
18.318711,79.034188
18.325526,79.038031
18.332376,79.041887
18.339263,79.045755
18.346186,79.049636
18.353145,79.053530
18.360141,79.057437
18.367173,79.061358
18.374241,79.065291
18.381346,79.069239
18.388487,79.073200
18.395665,79.077175
18.402880,79.081163
18.410132,79.085165
18.417421,79.089180
18.424747,79.093209
18.432110,79.097251
18.439511,79.101306
18.446950,79.105374
18.454426,79.109456
18.461941,79.113550
18.469494,79.117658
18.477085,79.121778
18.484715,79.125911
18.492383,79.130057
18.500090,79.134217
18.507835,79.138389
18.515618,79.142575
18.523440,79.146773
18.531301,79.150985
18.539200,79.155210
18.547139,79.159448
18.555117,79.163701
18.563134,79.167967
18.571190,79.172247
18.579287,79.176540
18.587423,79.180846
18.595599,79.185166
18.603815,79.189499
